diary_date,Title,Content
1593-06-05 (수),(무자),"종일 비가 내렸다.
    비가 억수로 쏟아져서 사람들이 감히 배 밖으로 머리를 내밀기가 어려웠다.
    오후에 우수사가 왔다가 날이 저물어서 돌아갔다.
    저물 무렵 바람이 몹시 세차게 불므로 각 배들을 간신히 구호했다.
    이홍명(李弘明)이 왔다. 저녁에 밥을 먹은 뒤에 돌아갔다.
    경상수사가 웅천의 적도들이 혹감동포(부산시 북구 구포동)로 들어올 수도 있으니 들어가 치자고 공문을 보냈다. 그 음흉한 꾀가 가소롭다."
1593-06-06 (목),(기축),"비가 오락가락하였다.
    순천부사가 와서 봤다. 보성군수(김득광)은 갈려가고, 김의검(金義儉)이 되었다고 한다.
    충청수사가 배에 와서 이야기했다. 이홍명(李弘明)이 오고 방답첨사도 왔다가 곧 돌아갔다.
    저녁에 본영 탐후인이 와서 어머니께서 편안하시다고 한다.
    또 소문에 흥양현감의 말이 낙안에 이르러 죽었다고 한다. 몹시 놀랬을 따름이다."
1593-06-07 (금),(경인),"흐리되 비는 오지 않았다.
    순천부사, 광양현감이 왔다. 우수사, 충청수사도 왔다. 이승명(李勝明)도 와서 종일 서로 이야기했다.
    저녁에 본도(전라도) 우수사의 우후(이정충)가 와서 봤다. 서울안의 소식을 낱낱이 전한다. 몹시 가증스럽고 한탄스러움이 그지없다."
1593-06-08 (토),(신묘),"잠깐 맑다가 바람이 불고 온화하지 않다.
    아침에 영남수사의 우후가 군관을 보내어 산 전복을 선사했다. 그래서 구슬 서른개를 대신 보냈다.
    군관 나대용(羅大用)이 병으로 본영에 돌아갔다. 병선 진무 유충서(柳忠恕)도 병으로 사임하고 육지로 갔다.
    광양현감이 오고 소비포권관도 왔다. 광양현감은 소고기를 내어 같이 먹었다.
    탐후선이 들어왔다. 각 고을의 색리 열한명을 처벌했다.
    옥과의 향소(鄕所)는 전년부터 군사를 다스리는 일에 많이 부지런하지 못하여 결원이 거의 수백명에 이르렀는 데도 매양 속이어 허위보고를 했다. 그래서 오늘은 사형에 처하여 목을 높이 메달아 보였다.
    모진 바람이 그치지 않는다. 마음이 괴롭고 어지러웠다."
1593-06-09 (일),(임진),"맑다.
    수십 일이나 괴롭히던 비가 비로소 개이니, 진중의 장병들이 기뻐하지 않는 이가 없다.
    순천부사, 광양현감이 와서 집노루 고기를 차려 놓았다.
    몸이 몹시 불편하여 종일 배에 누웠었다.
    접반관의 공문이 왔는데, 제독 이여송(李如松)이 충주에 이르렀다고 한다.
    지방의 의병인 성응지(成應祉)가 돌아올 때 본영의 군량미 쉰섬을 실어 왔다."
1593-06-10 (월),(계사),"맑다.
    우수사(이억기)와 가리포첨사가 이곳에 와서 작전계획을 세부적으로 의논하였다.
    순천부사도 왔다. 뜸 스무닢을 짰다.
    저녁에 영등포 척후병이 와서 보고하는 내용에, ""웅천의 적선 네척이 본토(일본)로 돌아갔고, 또 김해 어귀에 적선 백쉰여척이 나타났는데, 열아홉척은 본토로 돌아가고, 그 나머지는 부산으로 갔다.""고 했다.
    새벽 두시쯤에 온 수사 원균(元均)의 편지에, ""내일 새벽에 나아가 싸우자.""고 한다. 그 하는 흉계와 시기(猜忌)하는 꼴을 말로서는 못하겠다. 그래서 밤이 되어도 답장을 보내지 않았다.
    네 고을의 군량에 대한 공문을 만들어 보냈다."
1593-06-11 (화),(갑오),"잠깐 비가 오다 개었다.
    아침에 적을 쳐부수어 공문을 작성하여 영남우수사 원균(元均)에게 보냈더니, 술에 취하여 정신이 없더라고 한다. 이를 핑게삼아 대답이 없었다.
    정오에 충청수사의 배에 갔더니, 충청수사는 내 배에 와서 앉아 있었다. 잠깐 이야기하다가 헤어졌다.
    그 길로 우수사의 배에 갔더니, 가리포첨사, 진도군수, 해남현감 등이 우수사와 같이 술자리를 베풀었다. 나도 몇잔 마시고서 돌아왔다.
    탐후인이 와서 고목을 바치고 갔다."
1593-06-12 (수),(을미),"잠깐 비가 오다 개었다.
    아침에 흰 머리카락 여남은 올을 뽑았다. 그런데 흰 머리칼인들 어떠랴마는 다만 위로 늙으신 어머니가 계시기 때문이다.
    종일 홀로 앉아 있는데, 사량만호가 와서 보고는 돌아갔다.
    밤 열시쯤에 변존서(卞存緖)와 김양간이 들어왔다.
    행궁(전주의 광해군 숙소)의 기별을 들으니, 동궁(東宮 : 光海君)께서 평안하지 않다고 하니, 그지없이 걱정이 된다.
    정승 유성룡(柳成龍)의 편지와 지사 윤우신(尹又新)의 편지도 왔다.
    소문에 종 갓동( 同), 종 철매(哲每) 등이 병으로 죽었다 하니 불쌍하다. 중 해당(海棠)도 왔다.
    밤에 명나라 군인 다섯명이 들어 왔다고 수사 원균(元均)의 군관이 와서 전하고 갔다."
1593-06-13 (목),(병신),"맑다. 저녁나절에 잠깐 비오다가 그쳤다.
    명나라 사람 왕경(王敬)과 이요(李堯)가 와서 수군의 상황을 살폈다.
    소문에 들으니, 제독 이여송(李如松)이 나가 치지 않아서 명나라 조정에서 문책을 했다고 한다. 그들과 조용히 이야기하는 가운데 느껴지는 게 많았다.
    저녁에 진을 거제도 세포(거제시 사등면 성포리)로 옮겨 머물렀다."
1593-06-14 (금),(정유),"비가 잠깐 오다 개었다.
    아침밥을 먹은 뒤에 낙안이 와서 봤다. 가리포첨사를 청해다가 같이 아침밥을 먹었다.
    순천부사, 광양현감이 왔다. 광양현감은 노루고기를 차려냈다.
    전운사(轉運使) 박충간(朴忠侃)의 공문과 편지가 왔다. 경상좌수사의 공문과 그 도우수사의 공문이 왔다.
    저물녘에 비바람이 세게 치더니 곧 그쳤다."
1593-06-15 (토),(무술),"비가 잠깐 오다 개었다.
    우수사(이억기), 충청수사(정걸), 순천부사(권준), 낙안군수(신호), 방답첨사(이순신)가 불러 와서 철맞이 음식을 먹으며 놀다가 저물어서야 헤어졌다."
1593-06-16 (일),(기해),"잠깐 비왔다.
    저녁나절에 낙안군수를 통하여 진해의 고목(告目)을 얻어 보니, 함안에 있는 각 도의 대장들이, `왜놈들이 황산동(黃山洞)으로 나가 진을 쳤다'는 소문을 듣고 모두 물러나, 진양과 의령을 지킨다고 하니, 참으로 놀라운 일이다.
    순천부사, 광양현감이 왔다.
    초저녁 쯤에 영등포의 척후병이 와서 보고한 내용에, ""김해, 부산에 있던 적선 무려 오백 여척이 안골포, 제포 등지로 들어왔다.""고 한다. 다 믿을 수는 없지만, 적도들이 세력을 모아서 옮겨 다니며 침범할 계획도 없지 않을 것이다. 그래서 우수사(이억기)와 충청수사 정걸(丁傑)에게 공문을 보냈다.
    밤 열시쯤에 대금산 척후병이 와서 보고하는 것에도 마찬가지여서, 송희립(宋希立)을 경상우수사(원균)에게 가서 의논케 하니, ""내일 새벽에 군사를 거느리고 오겠다.""는 것이다. 적의 꾀란 무척 헤아리기 어렵다."
1593-06-17 (월),(경자),"비가 오다가 개이다가 한다.
    이른 아침에 경상우수사 원균(元均), 전라우수사 이억기(李億祺), 충청수사 정걸(丁傑) 등이 와서 의논했는데, `함안에 있던 여러 장수들이 진주로 물러가 지킨다'는 말이 과연 사실이었다.
    식사를 한 뒤에 경수(景受) 이억기(李億祺)영감의 배에 가서 앉을 자리를 고치게 하여 우수사의 배에서 종일 이야기했다.
    조붕(趙鵬)이 창원에서 와서 `적세가 엄청나게 대단하다'고 했다."
1593-06-18 (화),(신축),"비가 오다가 개이다가 한다.
    아침에 탐후선이 들어왔다. 닷새만에 여기 이르렀다. 아주 옳지 않다. 그래서 곤장을 쳐서 보냈다.
    오후에 경상우수사(원균)의 배로가서 같이앉아 군사일을 의논하고 왔다. 연거푸 한잔 한잔 마신 것이 몹시 취하여 돌아왔다.
    부안, 용인이 와서 그 어머니가 갇혔다가 도로 풀려 나왔다고 했다."
1593-06-19 (수),(임인),"비가 오다가 개이다 했다.
    바람이 세차게 불며 그치지 않다.
    진을 오양역(烏揚驛 거제시 사등면 오량리)앞으로 옮겼으나, 바람에 배를 고정할 수가 없으므로, 다시 고성 역포(亦浦 : 통영시 용남면)로 옮기다.
    봉과 변유헌(卞有憲) 두 조카들을 본영으로 보내어 어머니의 안부를 알아서 오게 했다. 왜놈의 물건과 명나라 장수의 선물 및 기름 등을 아울러 본영으로 보냈다.
    각 도에 공문을 보냈다."
1593-06-20 (목),(계묘),"흐리며 바람이 세게 불었다.
    제삿날이라 종일 혼자 앉아 있었다.
    저녁에 방답, 순천부사, 광양현감이 와서봤다.
    조붕(趙鵬)이 그의 조카 조응도(趙應道)와 함께 와서 봤다.
    이날 배만들 재목을 운반해 오는 일로 그대로 역포에서 잤다. 밤이 되니 바람이 잤다."
1593-06-21 (금),(갑진),"맑다.
    새벽에 진을 한산도 망항포(閑山島 望何應浦)로 옮겼다.
    점심을 먹을 때 원연이 왔다. 우수사도 청해서 같이 앉아 술을 몇잔 마시고 헤어졌다.
    아침에 아들 회가 들어왔다. 그 편에 어머니께서 편안하시다는 소식을 들으니, 다행이다."
1593-06-22 (토),(을사),"맑다.
    전선(戰船)에 자귀질을 시작했는데, 자귀장이 이백열네명이다.
    물건나르는 사람은 본영에서 일흔두명, 방답에서 서른다섯명, 사도에서 스무다섯명, 녹도에서 열다섯명, 발포에서 열두명, 여도에서 열다섯명, 순천에서 열명, 낙안에서 다섯명, 흥양, 보성에서 각 열명이었다.
    방답에서는 처음에 열다섯명을 보냈기에 군관과 아전을 처벌하였는데, 그 정상이 몹시 간교하였다.
    제2호 지휘선의 급수군 손걸(孫乞)을 본영으로 돌려보냈던 바, 못된 짓을 많이 하고 돌아다니다가 갇혔다기에 붙잡아 오라고 하였더니, 이미 들어와서 현신하였으므로, 제 맘대로 드나든 죄를 다스리고, 아울러 우후의 군관 유경남(柳景男)도 처벌하였다.
    오후에 가리포첨사가 왔다. 적량의 고여우(高汝友)와 이효가(李孝可)도 왔다. 저녁에 소비포 이영남(李英男)이 와서 봤다.
    초저녁에 영등포 척후병이 와서 보고하기를, `별다른 소식은 없지만 적선 두척이 온천(칠천량)으로 들어가는 것을 보고 왔다'고 했다."
1593-06-23 (일),(병오),"맑다.
    이른 아침에 자귀장이들을 점호하였더니 한명도 결근이 없었다고 했다.
    새 배에 쓸 밑판을 만드는 것을 마쳤다."
1593-06-24 (월),(정미),"비가 내렸다.
    식사를 한 뒤에 비가 많이 오고 바람이 세게 불더니 저녁까지 그치지 않아다.
    저녁에 영등포 척후병이 와서 보고하였다.
    ""적선 오백여척이 23일 밤중에 소진포(거제시 장목면 송진포)로 모여 들어갔는데, 그 선봉대는 칠천량에 이르렀다.""는 것이다.
    초저녁에 또 대금산 정찰군과 영등포 정찰군이 와서 보고하는 것도 역시 마찬가지였다."
1593-06-25 (화),(무신),"종일 비가 많이 왔다.
    우수사(이억기)와 함께 같이 앉아서 적을 칠일을 의논하는데, 가리포첨사도 왔다. 경상우수사(원균)도 와서 함께 상의했다.
    소문에 ""진양에는 성이 포위되었는데도 감히 아무도 나가 싸우지 못한다""고 한다.
    연일 비가 내려서 적도들이 물에 막혀 날뛰지 못하는 것을 보면, 하늘이 호남지방을 잘 돕고 있는 것이다. 다행다행이다.
    낙안에 군량 백서른섬아홉말을 나누어 주고, 또 순천부사(권준)가 군량 이백섬을 가져 와서 바치고서 벼를 찧어 쌀을 만들었다고 했다."
1593-06-26 (수),(기유),"비가 많이 오고 마파람이 세게 불었다.
    복병선이 와서 변고를 보고하여 말하기를, ""왜적의 중선, 소선 각 한척이 오양역(烏揚驛) 앞까지 이르렀다.""했다.
    호각을 불어 닻을 올리고 모두 적도(통영시 화도)로 가서 진을 쳤다.
    순천이 군량 일백오십섬 아홉말을 받아들여 의능의 배에 실었다.
    저녁에 김붕만(金鵬萬)이 진양의 적정을 살피고 오서 보고하기를,
    ""적도들이 동문 밖에서 무수히 진을 합쳤는데, 연일 비가 많이 와서 물에 막혀 있고, 독하게 날뛰며 싸우고 있으나 큰물이 적의 진을 침몰시키려 한다면 군량을 대주고 구원병을 이어줄 길도 없으니, 대군을 합쳐 쳐들어 가기만 한다면 한꺼번에 섬멸할 수 있다.""고 하였다.
    그런데 이미 양식이 끊어졌고, 우리 군사는 편히 앉아서 고달픈 적을 맞이 하는 것이니, 그 형세가 마땅히 백승할 수 있는 것이다.
    하늘이 또한 도와주고 있으니, 비록 수로에 있는 적이 오, 륙백척을 합하여 오더라도 우리 군사를 당해 낼 수는 없을 것이다."
1593-06-27 (목),(경술),"잠깐 비가 오다 개이다 했다.
    오정 때에 적선 두척이 견내량에 나타났다고 했다. 그래서, 온진이 출항하여 나가 보니, 이미 달아나고 없었다. 그래서 불을도(통영시 적도, 화도) 바깥 바다에 진을 쳤다.
    아침에 순천부사, 광양현감을 불러 와서 군사 문제를 토의했다.
    충청수사가 그 군관을 시켜 흥양 군량이 떨어졌으니 석섬을 꾸어 달라고 하기에 꾸어 주었을 따름이다. 강진의 배가 적과 싸우고 있다는 것을 들었기 때문이다."
1593-06-28 (금),(신해),"잠깐 비가 오다 개이다 했다.
    어제 저녁에 강진의 척후선이 왜적과 싸운다는 소식을 들었다. 그래서 온수군이 출항하여 견내량에 이르니, 왜적들은 우리 군사들을 바라보고 놀라 황급히 달아났다.
    역풍과 역조류를 받아 들어올 수가 없어 그대로 머물러 밤을 지내고 새벽 두시쯤에 불을도에 도착했다. 이날이 곧 명종의 제삿날이기 때문이다.
    종 봉손(奉孫), 애수(愛守) 등이 들어와 분산(墳山 : 무덤이 있는 선산)소식을 자세히 물어서 알게 되니, 참으로 다행이다.
    원 수사와 우수사와 같이 와서 군사일을 의논했다."
1593-06-29 (토),(임자),"맑다.
    하늬바람이 잠깐 불더니 청명하게 개였다.
    순천부사, 광양현감이 와서 봤다. 어란만호(정담수), 소비포권관(이영남)등도 와서 봤다.
    종 봉손(奉孫) 등이 아산으로 가는데 홍(洪), 이(李) 두 선비와 윤선각(尹先覺) 명문(明聞)에게 편지를 써서 보냈다.
    진양이 함락되었다. 황명보(黃明甫), 최경회(崔慶會), 서례원(徐 禮元), 김천일(金千鎰), 이종인(李宗仁), 김준민(金俊民)이 전사했다고 한다."
1593-07-01 (일),(계축),"맑다.
    인종(仁宗)의 제삿날이다.
    밤기운이 몹시 서늘하여 잠을 이루지 못했다.
    나라를 생각하는 마음이 조금도 놓이지 않아 홀로 봉창 아래에 앉아 있으니, 온갖 생각이 다 일어난다. 선전관이 내려 왔다고 들었는데. 초저녁에 임금의 분부(宥旨)를 가지고 왔다."
1593-07-02 (월),(갑인),"맑다.
    날이 늦어서야 우수사(이억기)가 와서 배를 타고 선전관(류형)을 함께 대접하였다. 점심을 먹고나서 헤어져 돌아갔다.
    해질 무렵에 김득룡(金得龍)이 와서 진양이 불리하다고 전했다. 놀라고 염려됨을 이길 길 없다. 그러나 그럴리 만무하다. 이건 반드시 어떤 미친놈이 잘못전한 말일 것이다.
    초저녁에 원연, 원식(元埴)이 와서 군사에 관한 극단적인 말을 하니, 참으로 우습다."
1593-07-03 (화),(을묘),"맑다.
    적선 몇척이 견내량을 넘어오고, 한편으론 뭍으로도 나오고 있으니 통분하다.
    우리 배들이 바다로 나가 이들을 쫓으니, (적들은)도망쳐버려 도로 물러나와 잤다."
1593-07-04 (수),(병진),"맑다.
    흉악한 적 수만여 명이 죽 벌여서서 기세를 올리니 참으로 통분하다.
    저녁에 걸망포(巨乙望浦)로 물러나 진을 치고 잤다."
1593-07-05 (목),(정사),"맑다.
    새벽에 척후병이 와서 보고하는 내용에, ""적선 열여척이 견내량을 넘어온다""고 했다. 그래서 여러 배들이 한꺼번에 출항 하여 견내량에 이르니, 적선은 허겁지겁 달아났다.
    거제땅 적도(赤島)에는 말만 있고 사람은 없으므로 싣고 왔다.
    저녁나절에 변존서(卞存緖)가 본영으로 갔다.
    또 진양이 함락되었다는 보고가 광양에서 왔다. 두치(豆恥)의 복병한 곳에서 성응지(成應祉)와 이승서(李承緖)가 보낸 것이다.
    저녁에 도로 걸망포(巨乙望 浦)에 이르러 진을 치고 밤을 지냈다."
1593-07-06 (금),(무오),"맑다.
    아침에 방답첨사(李純信)이 와서 보고, 소비포권관(李英男)도 와서 봤다.
    한산도에서 배를 끌고 오는 일로 중위장이 여러 장수들을 데리고 나갔다.
    공방(工房) 곽언수(郭彦壽)가 행재소에서 들어 왔는데, 도승지 심희수(沈喜壽)와 지사 윤자신(尹自新)과 좌의정 윤두수(尹斗壽)의 답장도 왔고, 윤기헌(尹耆憲)도 안부를 보내어 왔고, 승정원 소식도 아울러 왔다. 이들을 보니, 탄식할 일들만 많다.
    흥양현감이 군량을 싣고 왔다."
1593-07-07 (토),(기미),"맑다.
    순천부사, 가리포첨사, 광양현감이 와서 보고는 군사일을 의논했다. 각각 가볍고 날랜 배 열다섯척을 뽑아 견내량 등지로 가서 탐색하러 위장(衛將)이 거느리고 나갔더니, 왜적의 종적이 없다고 했다.
    거제에서 사로잡혔던 한사람을 얻어와서 왜적의 소행을 꼼꼼히 물으니,
    ""흉적들이 우리 수군의 위세를 보고 달아 나려고 하였다""고 하고, 또 ""진양이 이미 함락되었으니, 전라도까지 넘을 것이다""라고 했다. 이 말은 속인 것이다.
    우수사(이억기)가 내 배로 왔기에 같이 이야기하였다."
1593-07-08 (일),(경신),"맑다.
    남해로 왕래하는 사람 조붕(趙鵬)에게서 듣건대, ""적이 광양을 친다""하여, ""광양 사람들이 벌써 고을 관청과 창고를 불질렀다""고 한다. 해괴함을 이길 길 없다.
    순천부사(권준), 광양현감(어영담)을 곧 보내려고 하다가, 길가다가 들은 소문을 믿을 수 없으므로, 이들을 머무르게 하고, 사도군관 김붕만(金鵬萬)을 알아 오도록 보냈다."
1593-07-09 (월),(신유),"맑다.
    남해현령이 또 와서 전하기를, ""광양, 순천이 이미 다 타버렸다""고 했다. 그래서 광양현감(어영담), 순천부사(권준)와 송희립(宋希立), 김득룡(金得龍), 정사립(鄭思立) 등을 떠나 보내놓고, 이설(李渫)은 어제 먼저 보냈다. 듣자하니, 뼈속까지 아파와 말을 못하겠다.
    우수사(이억기) 및 경상우수사(원균)과 함께 일을 논의했다.
    이날밤 바다에 달은 밝고, 잔물결 하나 일지않네. 물과 하늘이 한 빛인데, 서늘한 바람이 건듯 불구나. 홀로 뱃전에 앉았으니, 온갖 근심이 가슴을 치민다.
    밤 한시에 본영 탐후선이 들어와서 적정을 알리는데, ""실은 왜적 들이 아니고, 영남 피난민들이 왜놈옷으로 가장하고 광양으로 마구 들어가서 여염집을 불질렀다""고 했다. 그러니 이건 기쁘고 다행한 일이 아닐수 없다.
    진양이 함락되었다는 것도 헛소리라고 하였다. 그러나 진양의 일만은 이럴리 만무하다.
    닭이 벌써 운다."
1593-07-10 (화),(임술),"맑다.
    김붕만(金鵬萬)이 두치(豆恥)에서 와서 하는 말이, ""광양의 왜적들은 사실이다""고 했다. 다만, 왜적 백여 명이 도탄(陶灘)에서 건너와 이미 광양을 침범하였다고 했다. 놈들의 한짓을 보면 총통도 한발 쏜일이 없다""고 했다. 왜놈이 포를 한발도 쏘지 않을리가 전혀 없다.
    경상우수사와 본도 우수사가 왔다. 원연(元 )도 왔다.
    저녁에 오수(吳水)가 거제의 가삼도(가조도)에서 와서 하는 말이, ""적선이 안팎에서도 보이지 않는다""고 했다. 또 말하기를, ""사로잡혔다가 도망쳐 나온 사람이 말하기를, 적도들이 무수히 창원 등지로 가더라""고 했다. 그러나 남들이 하는 말이라 믿을 것이 못된다.
    초저녁에 한산도 끝에 있는 세포(細浦)로 진을 옮겼다."
1593-07-11 (수),(계해),"맑다.
    아침에 이상록(李詳祿)은 명령을 어긴 일로 먼저 나가고, 여러 장수들은 전령내릴 일로 나갔다가 돌아와서 보고하여 말하기를,
    ""적선 열여척이 견내량에서 내려온다""고 하므로, 닻을 올려 바다로 나가니, 적선 대여섯척이 벌써 진 앞에 이르기에, 그대로 추격하니 달아나 재빨리 도로 넘어가버렸다.
    오후 네시쯤에 걸망포(巨乙望浦)로 돌아와서 물을 길었다.
    사도첨사(김완)가 되돌아 와서 하는 말이, ""두치(豆恥) 나루의 적의 일은 헛소문이요, 광양 사람들이 왜놈옷으로 갈아 입고 저희들끼리 서로 장난한 짓이다""고 하니, 순천과 낙안은 벌써 결딴 다났다고 했다. 이토록 통분함을 이길길 없다.
    어두울 무렵 오수성(吳壽成)이 광양에서 와서 보고하는데, ""광양의 적변은 모두 진주와 그 고을 사람들이 흉계를 짜낸 것이었다. 고을의 곳간은 쓸쓸하고 마을은 텅비어 종일 돌아 다녀봐야 한 사람도 만나지 못한다고 한다. 순천이 가장 심하고, 낙안이 그 다음 간다""고 했다.
    새벽에 우수사의 배로 갔더니 수사 원균(元均)과 직장(直長) 원연(元 ) 등이 벌써 먼저 와 있었다. 군사 일을 의논하다가 헤어졌다."
1593-07-12 (목),(갑자),"맑다.
    식사하기도 전에 울(蔚)과 송두남(宋斗男)과 오수성(吳壽成)이 돌아갔다.
    저녁나절에 가리포첨사, 낙안을 청해 와서 일을 의논하고 같이 점심을 먹고나서 돌아갔다.
    가리포의 군량 진무가 와서 전하는 말이,""사량 앞바다에 와서 묵을 때, 왜적들이 우리나라 옷으로 변장하고, 우리나라의 작은 배를 타고 마구 들어와 포를 쏘며, 약탈해 가고자 한다.""고 했다. 그래서 곧장 각각 가볍고 날랜 배 세척을 합하여 아홉척을 보내어 달려가 잡아 오도록 단단히 명령하여 보냈다. 또 각각 배 세척씩을 정하여 착량으로 보내어 요새를 방어하고 오라고 했다.
    고목이 왔다. 또 광양일은 헛소문이라고 했다."
1593-07-13 (금),(을축),"맑다.
    저녁나절에 본영 탐후선이 들어와서, ""광양, 두치 등에는 적의 꼬라지가 없다""고 했다.
    흥양현감이 들어오고 우수사 영감도 들어왔다.
    순천 거북함의 격군으로서 경상도 사람인 종 태수(太守)가 달아나다가 잡혀 사형에 처했다.
    저녁나절에 가리포첨사가 와서 보고 흥양현감(배흥립)이 들어 와서, ""두치의 잘못된 거짓보고와 장흥부사 류희선(柳希先)의 겁내던 일을 전했다. 또말하기를, 그 고을(고흥군 남양면) 창고의 곡식을 남김없이 나누어 주고, 게포(蟹浦)에 흰콩과 중간콩을 아울러 마흔(되)을 보냈다고 한다.
    또 행주대첩을 전했다.
    초저녁 에 우수사가 청하기에 그의 배로 가봤더니, 가리포 영감이 몇가지 먹음직한 음식물을 차려 놓았다. 밤 세시나 되어서야 헤어 졌다."
1593-07-14 (토),(병인),"맑더니 저녁나절에 비가 조금 내렸다.
    진을 한산도 둘포(豆乙浦 : 통영시 한산면 두억리 개미목)로 옮겼다.
    비는 땅의 먼지를 적실 뿐이다. 몸이 몹시 불편하여 온종일 신음했다.
    순천부사(권준)가 들어와서 본부의 일을 말로 나타내지를 못하였다.
    같이 점심을 먹고 그대로 머물렀다. 진을 한산도 둘포(豆乙浦)로 옮겼다."
1593-07-15 (일),(정미),"맑게 개었다.
    저녁나절에 사량의 수색선, 여도만호 김인영(金仁英), 순천의 김 대복(金大福)이 들어왔다.
    가을 기운이 바다로 들어오니, 나그네 회포가 어지럽고. 홀로 봉창 아래에 앉았으니, 마음이 몹시도 번거롭네. 달이 뱃전을 비치니, 정신이 맑아져 잠 못이루는데, 어느 덧 닭이 우는구나."
1593-07-16 (월),(무진),"아침에 맑다가 저녁나절에 구름이 끼었다.
    저녁에 소나기가 와서 농사에 흡족하다. 몸이 몹시 불편하다."
1593-07-17 (화),(기사),"비가 내렸다.
    몸이 대단히 불편하다. 광양현감(어영담)이 왔다."
1593-07-18 (수),(경오),"맑다.
    몸이 불편하여 앉았다 누웠다 했다.
    정사립(鄭思立)이 돌아왔다. 우수사(이억기)가 와서 봤다.
    신경황(申景潢)이 두치에서 와서 적의 헛소문임을 전하였다."
1593-07-19 (목),(신미),"맑다.
    이경복(李景福)이 병마사에게 갈 편지를 가지고 나갔다.
    순천부사 와 이영남(李英男)이 와서, ""진주, 하동, 사천, 고성 등지의 적들이 이미 도망해 버리고 없다""고 전했다.
    저녁에 진주에서 피살된 장병들의 명부를 광양현감(어영담)이, 보내왔는데, 이를 보니, 참으로 비참하고 통탄함을 이길 길이 없다."
1593-07-20 (금),(임신),"맑다.
    탐후선이 본영에서 들어왔는데, 병마사의 편지 및 공문과 명나라 장수의 통첩이 왔다. 그 통첩의 사연을 보니, 참으로 괴상하다.
    두치의 적이 명나라 군사에게 몰리어 달아났다고 하니, 터무니 없는 거짓말이다. 명나라 사람들이 이와 같으니 다른 사람들이야 말해 본들 무엇하랴! 통탄할 일이다.
    충청수사(정걸), 순천부사(권준), 방답첨사(이순신), 광양현감(어영담), 발포만호(황정록), 남해현령(기효근) 등이 와서 봤다.
    조카 이해와 윤소인(尹素人)이 본영으로 돌아갔다."
1593-07-21 (토),(계유),"맑다.
    경상우수사(원균)와 충청수사 정걸(丁傑)이 함께 와서 적을 토벌하는 일을 의논하는데, 원수사의 하는 말은 극히 흉칙하고 말할수 없는 흉계이다. 이러하고서도 일을 같이 하고 있으니, 뒷걱정이 없을까, 그의 아우 원연도 뒤따라와서 군량을 얻어서 갔다.
    저녁에 흥양도 왔다. 땅거미질 때에 돌아왔다.
    초저녁에 오수(吳水) 등이 거제 망보는 곳에서 와서 보고하기를, ""영등포에 적선이 아직도 머물면서 제 맘대로 횡포를 부린다""고 했다."
1593-07-22 (일),(갑술),"맑다.
    오수(吳水)가 사로잡혔다가 도망쳐 온 사람을 싣고 올일로 나갔다.
    아들 울(蔚)이 들어와서 어머니께서 평안하시다고 자세히 말한다. 아들 염(苒)의 병이 차도가 있다."
1593-07-23 (월),(을해),"맑다.
    울(蔚)이 돌아갔다.
    충청수사 정걸(丁傑)을 불러 와서 점심을 같이 먹었다."
1593-07-24 (화),(병자),"맑다.
    순천부사, 광양현감, 흥양현감이 왔다.
    저녁에 방답첨사와 이응화(李應華)가 와서 봤다.
    초저녁에 오수(吳水)가 되돌아 와서 ""적이 물러갔다""고 했는데, 장문포(거제시 장목면 장목리) 적들은 여전하다.
    아들녀석 울(蔚)이 본영에 들어갔다고 했다."
1593-07-25 (수),(정축),"맑다.
    우수사(이억기)가 와서 이야기했다. 조붕(趙鵬)도 와서 체찰사의 공문이 영남수사(원균)에게 왔는데, 문책하는 말이 많이 있더라고 했다."
1593-07-26 (목),(무인),"맑다.
    순천부사, 광양현감, 방답첨사가 왔다. 우수사도 같이 이야기하고, 가리포첨사도 왔다."
1593-07-27 (금),(기묘),"맑다.
    우수사의 우후(이정충)가 본영에서 와서 우도의 사정을 전하는데, 놀랄만한 일들이 많았다.
    체찰사에게 갈 편지와 공문을 썼다.
    경상우수사의 영리가 체찰사에게 갈 서류초안을 가지고 와서 보고 했다."
1593-07-28 (토),(경진),"맑다.
    아침에 체찰사에게 가는 편지를 고쳤다.
    경상우수사(원균) 및 충청수사(정걸)과 본도우수사(이억기)가 함께 와서 약속했다. 그러니 수사 원균(元均)의 나쁜 마음과 간악한 속임수는 아주 형편이 없다.
    정여흥(鄭汝興)이 공문과 편지를 가지고 체찰사 앞으로 갔다.
    순천부사, 광양현감이 와서 보고 곧 돌아갔다.
    사도첨사(김완)가 복병했을때에 잡은 보자기 열명이 왜놈옷으로 변장하고 하는 짓거리가 매우 꼼꼼하다 하여 잡아다가 추궁을 하니, ""경상우수사(원균)가 시킨 일이다.""고 했다. 곤장만 쳐서 놓아 줬다."
1593-07-29 (일),(신사),"맑다.
    새벽 꿈에 사내아이를 얻었다. 사로잡혔던 사내아이를 얻을 꿈이다.
    순천부사, 광양현감, 사도첨사, 흥양현감, 방답첨사를 불러와서 이야기했다. 흥양현감은 학질을 앓아서 곧 돌아가고, 남은 사람들은 조용히 앉아 있었다. 방답첨사는 복병할 일로 돌아갔다.
    본영 탐후인이 와서 아들 염(苒)의 병이 차도가 없다고 하니 몹시 걱정이다.
    저녁에 보성군수(김득광), 소비포권관(이영남), 낙안군수(신호)가 들어왔다고 했다."
